,country,admin_code,admin_name,centx,centy,year_month,year,month,fews_ipc,fews_ha,fews_proj_near,fews_proj_near_ha,fews_proj_med,fews_proj_med_ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,acled_count,acled_fatalities,p_staple_food,area,cropland_pct,pop,ruggedness_mean,pasture_pct,ymd
112621,Somalia,39,Xarardheere,47.83268,4.793407,2017_06,2017,6,3.0,0.0,4.0,0.0,3.0,0.0,0.1645127,78.45341,0.6540463,0.03405305,4.788786,-3.341923,1,0,1.036373,5084.372,9.514705,80766.0,6344.907,54.81356,2017-07-01
112625,Somalia,39,Xarardheere,47.83268,4.793407,2017_10,2017,10,4.0,0.0,4.0,0.0,4.0,0.0,0.1818206,75.59351,2.297506,-2.556344,6.293221,-2.215378,0,0,1.250816,5084.372,9.514705,80766.0,6344.907,54.81356,2017-11-01
112629,Somalia,39,Xarardheere,47.83268,4.793407,2018_02,2018,2,3.0,0.0,3.0,0.0,3.0,0.0,0.1802861,95.0518,0.2899651,-0.000101474,4.893194,-0.1540235,0,0,1.233211,5084.372,9.514705,73972.0,6344.907,54.81356,2018-03-01
112633,Somalia,39,Xarardheere,47.83268,4.793407,2018_06,2018,6,2.0,1.0,3.0,0.0,2.0,0.0,0.2532021,120.7479,0.707368,0.08737481,7.484969,-0.6457402,1,0,1.086929,5084.372,9.514705,73972.0,6344.907,54.81356,2018-07-01
112637,Somalia,39,Xarardheere,47.83268,4.793407,2018_10,2018,10,2.0,0.0,2.0,0.0,3.0,0.0,0.2329314,96.84331,1.284984,-3.568866,8.117383,-0.3912156,2,60,1.040229,5084.372,9.514705,73972.0,6344.907,54.81356,2018-11-01
112641,Somalia,39,Xarardheere,47.83268,4.793407,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.200154,105.5267,0.287339,-0.002727511,4.971306,-0.07591106,1,0,1.108913,5084.372,9.514705,67177.0,6344.907,54.81356,2019-03-01
112645,Somalia,39,Xarardheere,47.83268,4.793407,2019_06,2019,6,2.0,0.0,3.0,0.0,2.0,0.0,0.2231186,106.4016,0.7100735,0.09008029,5.886065,-2.244644,0,0,1.149594,5084.372,9.514705,67177.0,6344.907,54.81356,2019-07-01
112649,Somalia,39,Xarardheere,47.83268,4.793407,2019_10,2019,10,2.0,1.0,3.0,0.0,2.0,0.0,0.282396,117.4086,6.201976,1.348126,8.446054,-0.06254435,0,0,1.129334,5084.372,9.514705,67177.0,6344.907,54.81356,2019-11-01
112653,Somalia,39,Xarardheere,47.83268,4.793407,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2303897,121.4678,0.3089885,0.01899189,6.11121,1.063993,0,0,1.116404,5084.372,9.514705,108708.9,6344.907,54.81356,2020-03-01
112729,Somalia,40,Burtinle,48.39912,7.802199,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.2416251,131.4418,4.018415,0.6873037,9.514884,5.064161,0,0,1.755115,9712.159,0.3759647,50541.0,45449.8,48.18261,2013-05-01
112732,Somalia,40,Burtinle,48.39912,7.802199,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1609608,96.4384,0.01828863,9.57e-05,3.807909,1.25301,0,0,1.886149,9712.159,0.3759647,50541.0,45449.8,48.18261,2013-08-01
112735,Somalia,40,Burtinle,48.39912,7.802199,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2328065,106.51,16.09615,6.447326,6.916381,1.606508,2,1,1.915858,9712.159,0.3759647,50541.0,45449.8,48.18261,2013-11-01
112738,Somalia,40,Burtinle,48.39912,7.802199,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1957521,111.3884,0.1894694,-0.009878166,3.17497,-0.006574186,0,0,1.708391,9712.159,0.3759647,51723.0,45449.8,48.18261,2014-02-01
112741,Somalia,40,Burtinle,48.39912,7.802199,2014_04,2014,4,2.0,0.0,2.0,0.0,1.0,0.0,0.1759419,95.71074,1.16157,-2.169541,3.420061,-1.030663,0,0,1.67551,9712.159,0.3759647,51723.0,45449.8,48.18261,2014-05-01
112744,Somalia,40,Burtinle,48.39912,7.802199,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.163955,98.23238,0.01828863,9.57e-05,1.682069,-0.8728301,1,1,1.669533,9712.159,0.3759647,51723.0,45449.8,48.18261,2014-08-01
112747,Somalia,40,Burtinle,48.39912,7.802199,2014_10,2014,10,2.0,0.0,2.0,0.0,1.0,0.0,0.2612326,119.5151,12.73045,3.081628,6.11425,0.8043765,0,0,1.681275,9712.159,0.3759647,51723.0,45449.8,48.18261,2014-11-01
112750,Somalia,40,Burtinle,48.39912,7.802199,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1836067,104.4773,0.1908651,-0.00848246,2.809973,-0.3715718,1,1,1.577064,9712.159,0.3759647,52906.0,45449.8,48.18261,2015-02-01
112753,Somalia,40,Burtinle,48.39912,7.802199,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1921565,104.5313,5.520924,2.189812,5.822835,1.372111,0,0,1.647066,9712.159,0.3759647,52906.0,45449.8,48.18261,2015-05-01
112756,Somalia,40,Burtinle,48.39912,7.802199,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1661266,99.53345,0.01828863,9.57e-05,3.574023,1.019124,0,0,1.649705,9712.159,0.3759647,52906.0,45449.8,48.18261,2015-08-01
112759,Somalia,40,Burtinle,48.39912,7.802199,2015_10,2015,10,2.0,0.0,1.0,0.0,1.0,0.0,0.2242186,102.581,10.6863,1.037472,5.328199,0.0183253,0,0,1.619001,9712.159,0.3759647,52906.0,45449.8,48.18261,2015-11-01
112763,Somalia,40,Burtinle,48.39912,7.802199,2016_02,2016,2,1.0,0.0,2.0,0.0,1.0,0.0,0.1715344,102.6442,0.116765,0.004068068,2.76029,-0.07965456,0,0,1.476257,9712.159,0.3759647,98273.0,45449.8,48.18261,2016-03-01
112767,Somalia,40,Burtinle,48.39912,7.802199,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.1742179,94.465,0.3642921,0.08755068,2.288995,-2.005881,0,0,1.515307,9712.159,0.3759647,98273.0,45449.8,48.18261,2016-07-01
112771,Somalia,40,Burtinle,48.39912,7.802199,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1845137,84.41587,3.853185,-5.795642,3.85884,-1.451033,0,0,1.417973,9712.159,0.3759647,98273.0,45449.8,48.18261,2016-11-01
112775,Somalia,40,Burtinle,48.39912,7.802199,2017_02,2017,2,2.0,0.0,3.0,0.0,3.0,0.0,0.1596162,95.51251,0.1173098,0.004612834,2.945862,0.1059167,0,0,1.484621,9712.159,0.3759647,143640.0,45449.8,48.18261,2017-03-01
112779,Somalia,40,Burtinle,48.39912,7.802199,2017_06,2017,6,3.0,1.0,4.0,0.0,4.0,0.0,0.1811403,98.21846,0.218485,-0.05825644,3.32523,-0.9696456,0,0,1.412051,9712.159,0.3759647,143640.0,45449.8,48.18261,2017-07-01
112783,Somalia,40,Burtinle,48.39912,7.802199,2017_10,2017,10,3.0,1.0,4.0,0.0,4.0,0.0,0.2235739,102.2861,7.969135,-1.679692,5.910236,0.6003623,0,0,1.419046,9712.159,0.3759647,143640.0,45449.8,48.18261,2017-11-01
112787,Somalia,40,Burtinle,48.39912,7.802199,2018_02,2018,2,2.0,1.0,3.0,0.0,3.0,0.0,0.1639516,98.10681,0.1146223,0.001925329,2.767596,-0.07234843,1,1,1.223192,9712.159,0.3759647,189007.0,45449.8,48.18261,2018-03-01
112791,Somalia,40,Burtinle,48.39912,7.802199,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.1937592,105.0607,0.2186576,-0.05808381,4.636812,0.3419358,0,0,1.203809,9712.159,0.3759647,189007.0,45449.8,48.18261,2018-07-01
112795,Somalia,40,Burtinle,48.39912,7.802199,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2123699,97.1602,5.710966,-3.937861,4.252074,-1.0578,0,0,1.190572,9712.159,0.3759647,189007.0,45449.8,48.18261,2018-11-01
112799,Somalia,40,Burtinle,48.39912,7.802199,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1607536,96.19314,0.1093148,-0.003382162,2.84225,0.002305052,0,0,1.25749,9712.159,0.3759647,234374.0,45449.8,48.18261,2019-03-01
112803,Somalia,40,Burtinle,48.39912,7.802199,2019_06,2019,6,3.0,0.0,4.0,0.0,3.0,0.0,0.2050348,111.1746,0.6343709,0.3576295,3.429876,-0.8650002,0,0,1.201386,9712.159,0.3759647,234374.0,45449.8,48.18261,2019-07-01
112807,Somalia,40,Burtinle,48.39912,7.802199,2019_10,2019,10,2.0,1.0,2.0,0.0,2.0,0.0,0.2119276,96.95783,7.84284,-1.805987,5.365606,0.05573264,0,0,1.257094,9712.159,0.3759647,234374.0,45449.8,48.18261,2019-11-01
112811,Somalia,40,Burtinle,48.39912,7.802199,2020_02,2020,2,2.0,0.0,3.0,0.0,3.0,0.0,0.1967132,117.711,0.1155631,0.002952855,3.021326,0.1813816,0,0,1.240295,9712.159,0.3759647,60859.48,45449.8,48.18261,2020-03-01
112887,Somalia,41,Baki,43.7321,10.28566,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.1526614,107.8841,6.658954,-3.658106,6.633875,1.964637,0,0,1.095029,3431.964,2.166779,34344.0,191212.8,39.34091,2013-05-01
112890,Somalia,41,Baki,43.7321,10.28566,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1191467,95.59023,4.340577,1.684598,1.647567,0.4792912,0,0,1.104149,3431.964,2.166779,34344.0,191212.8,39.34091,2013-08-01
112893,Somalia,41,Baki,43.7321,10.28566,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1489855,104.2804,13.11633,7.240331,3.284147,-0.1799135,0,0,1.128378,3431.964,2.166779,34344.0,191212.8,39.34091,2013-11-01
112896,Somalia,41,Baki,43.7321,10.28566,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2089855,142.9,1.025184,0.000904935,4.568776,0.2152041,1,0,1.092881,3431.964,2.166779,35148.0,191212.8,39.34091,2014-02-01
112899,Somalia,41,Baki,43.7321,10.28566,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1533565,108.3754,5.031031,-5.28603,3.826755,-0.842483,0,0,1.119919,3431.964,2.166779,35148.0,191212.8,39.34091,2014-05-01
112902,Somalia,41,Baki,43.7321,10.28566,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1312134,105.2713,2.417821,-0.2381575,0.8136977,-0.3545782,0,0,1.14639,3431.964,2.166779,35148.0,191212.8,39.34091,2014-08-01
112905,Somalia,41,Baki,43.7321,10.28566,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1605287,112.3599,7.760376,1.884375,3.277271,-0.1867892,0,0,1.163184,3431.964,2.166779,35148.0,191212.8,39.34091,2014-11-01
112908,Somalia,41,Baki,43.7321,10.28566,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1379759,94.34513,1.082019,0.05774014,3.166494,-1.187078,0,0,1.051165,3431.964,2.166779,35951.0,191212.8,39.34091,2015-02-01
112911,Somalia,41,Baki,43.7321,10.28566,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1211175,85.5924,1.352874,-8.964187,3.902607,-0.7666314,0,0,1.010186,3431.964,2.166779,35951.0,191212.8,39.34091,2015-05-01
112914,Somalia,41,Baki,43.7321,10.28566,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.113653,91.18271,1.795745,-0.8602343,0.8134731,-0.3548027,0,0,1.019742,3431.964,2.166779,35951.0,191212.8,39.34091,2015-08-01
112917,Somalia,41,Baki,43.7321,10.28566,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1298488,90.88597,2.034519,-3.841482,3.308142,-0.1559186,0,0,1.016684,3431.964,2.166779,35951.0,191212.8,39.34091,2015-11-01
112921,Somalia,41,Baki,43.7321,10.28566,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1292069,90.97617,0.7202278,0.1511217,3.101712,-0.4682129,1,0,1.085625,3431.964,2.166779,56875.0,191212.8,39.34091,2016-03-01
112925,Somalia,41,Baki,43.7321,10.28566,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.1375095,108.3507,0.5892793,-0.3190729,1.641442,0.4353907,0,0,1.079719,3431.964,2.166779,56875.0,191212.8,39.34091,2016-07-01
112929,Somalia,41,Baki,43.7321,10.28566,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1371139,95.97108,2.157886,-3.718115,2.712868,-0.7511923,0,0,1.071789,3431.964,2.166779,56875.0,191212.8,39.34091,2016-11-01
112933,Somalia,41,Baki,43.7321,10.28566,2017_02,2017,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1289651,90.80587,0.5234707,-0.04563547,5.028821,1.458896,0,0,1.085954,3431.964,2.166779,77800.0,191212.8,39.34091,2017-03-01
112937,Somalia,41,Baki,43.7321,10.28566,2017_06,2017,6,2.0,0.0,2.0,0.0,1.0,0.0,0.1206377,95.05648,0.4835626,-0.4247896,0.755963,-0.4500881,0,0,1.016976,3431.964,2.166779,77800.0,191212.8,39.34091,2017-07-01
112941,Somalia,41,Baki,43.7321,10.28566,2017_10,2017,10,3.0,0.0,2.0,0.0,3.0,0.0,0.1405759,98.39424,1.464402,-4.411599,3.476746,0.01268544,0,0,0.9549268,3431.964,2.166779,77800.0,191212.8,39.34091,2017-11-01
112945,Somalia,41,Baki,43.7321,10.28566,2018_02,2018,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1184244,83.38407,0.4763425,-0.09276367,3.74138,0.1714545,0,0,0.9871002,3431.964,2.166779,98724.0,191212.8,39.34091,2018-03-01
112949,Somalia,41,Baki,43.7321,10.28566,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.144114,113.5546,0.6619699,-0.2463823,2.340234,1.134183,0,0,1.001702,3431.964,2.166779,98724.0,191212.8,39.34091,2018-07-01
112953,Somalia,41,Baki,43.7321,10.28566,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.164435,115.0941,6.413475,0.5374741,3.124293,-0.339767,0,0,1.027689,3431.964,2.166779,98724.0,191212.8,39.34091,2018-11-01
112957,Somalia,41,Baki,43.7321,10.28566,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1235422,86.98757,0.3330394,-0.2360667,3.576114,0.006188584,0,0,1.050781,3431.964,2.166779,119649.0,191212.8,39.34091,2019-03-01
112961,Somalia,41,Baki,43.7321,10.28566,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.1555937,122.6001,2.354132,1.44578,2.519275,1.313224,0,0,1.055964,3431.964,2.166779,119649.0,191212.8,39.34091,2019-07-01
112965,Somalia,41,Baki,43.7321,10.28566,2019_10,2019,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1945213,136.1526,15.77238,9.896383,6.145234,2.681174,1,0,1.047826,3431.964,2.166779,119649.0,191212.8,39.34091,2019-11-01
112969,Somalia,41,Baki,43.7321,10.28566,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1852253,130.4194,0.8127154,0.2496623,6.553755,2.983829,0,0,1.075342,3431.964,2.166779,41358.64,191212.8,39.34091,2020-03-01
113045,Somalia,42,Borama,43.17024,10.18763,2013_04,2013,4,2.0,0.0,2.0,0.0,2.0,0.0,0.2180584,116.4557,10.03355,-2.574172,6.216968,1.710883,0,0,0.977874,3100.895,10.71359,291983.0,301651.6,82.13889,2013-05-01
113048,Somalia,42,Borama,43.17024,10.18763,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1735647,97.85395,11.48535,4.883223,3.163869,0.9086773,2,1,0.9730931,3100.895,10.71359,291983.0,301651.6,82.13889,2013-08-01
113051,Somalia,42,Borama,43.17024,10.18763,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2291044,117.0861,9.628129,5.667391,4.229755,0.8356587,1,0,0.9950724,3100.895,10.71359,291983.0,301651.6,82.13889,2013-11-01
113054,Somalia,42,Borama,43.17024,10.18763,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2131564,126.2994,0.6957677,-0.1470569,2.947602,-0.2366056,1,0,0.8839546,3100.895,10.71359,298815.0,301651.6,82.13889,2014-02-01
113057,Somalia,42,Borama,43.17024,10.18763,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1906854,101.8369,11.4058,-1.201919,3.53362,-0.9724658,3,0,0.9121041,3100.895,10.71359,298815.0,301651.6,82.13889,2014-05-01
113060,Somalia,42,Borama,43.17024,10.18763,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1787385,100.7709,7.5347,0.9325756,1.618314,-0.636877,1,0,0.9592962,3100.895,10.71359,298815.0,301651.6,82.13889,2014-08-01
113063,Somalia,42,Borama,43.17024,10.18763,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2141458,109.4413,4.636782,0.6760434,3.494634,0.1005381,0,0,0.9969516,3100.895,10.71359,298815.0,301651.6,82.13889,2014-11-01
113066,Somalia,42,Borama,43.17024,10.18763,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1622758,96.15161,0.6733944,-0.1694302,2.552737,-0.6314711,1,0,0.9915841,3100.895,10.71359,305647.0,301651.6,82.13889,2015-02-01
113069,Somalia,42,Borama,43.17024,10.18763,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1611857,86.0824,1.677554,-10.93017,3.048319,-1.457766,0,0,0.9654307,3100.895,10.71359,305647.0,301651.6,82.13889,2015-05-01
113072,Somalia,42,Borama,43.17024,10.18763,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1557,87.782,3.59695,-3.005174,1.573259,-0.6819321,1,0,0.972935,3100.895,10.71359,305647.0,301651.6,82.13889,2015-08-01
113075,Somalia,42,Borama,43.17024,10.18763,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1759589,89.92553,0.8040301,-3.156708,2.946814,-0.4472817,6,3,0.9510456,3100.895,10.71359,305647.0,301651.6,82.13889,2015-11-01
113079,Somalia,42,Borama,43.17024,10.18763,2016_02,2016,2,3.0,0.0,3.0,0.0,2.0,0.0,0.1469031,92.67377,1.246686,0.104753,2.43961,-0.4147894,2,0,1.046679,3100.895,10.71359,348327.0,301651.6,82.13889,2016-03-01
113083,Somalia,42,Borama,43.17024,10.18763,2016_06,2016,6,3.0,0.0,3.0,0.0,2.0,0.0,0.2019096,115.0681,2.031572,-0.372017,3.167368,1.109424,1,0,0.9410993,3100.895,10.71359,348327.0,301651.6,82.13889,2016-07-01
113087,Somalia,42,Borama,43.17024,10.18763,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1901447,97.17532,1.590488,-2.37025,2.77331,-0.620786,3,0,0.941314,3100.895,10.71359,348327.0,301651.6,82.13889,2016-11-01
113091,Somalia,42,Borama,43.17024,10.18763,2017_02,2017,2,2.0,1.0,2.0,1.0,2.0,0.0,0.1590131,100.3134,0.978554,-0.163379,3.724834,0.8704349,1,0,0.8362402,3100.895,10.71359,391006.0,301651.6,82.13889,2017-03-01
113095,Somalia,42,Borama,43.17024,10.18763,2017_06,2017,6,2.0,0.0,2.0,0.0,1.0,0.0,0.1807246,102.9947,1.342473,-1.061116,1.565859,-0.4920845,0,0,0.8547399,3100.895,10.71359,391006.0,301651.6,82.13889,2017-07-01
113099,Somalia,42,Borama,43.17024,10.18763,2017_10,2017,10,3.0,0.0,2.0,0.0,3.0,0.0,0.2099145,107.2788,0.9142531,-3.046485,3.525192,0.1310959,1,0,0.7986607,3100.895,10.71359,391006.0,301651.6,82.13889,2017-11-01
113103,Somalia,42,Borama,43.17024,10.18763,2018_02,2018,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1521044,95.95506,0.9241156,-0.2178175,3.262862,0.4084627,2,0,0.7704708,3100.895,10.71359,433686.0,301651.6,82.13889,2018-03-01
113107,Somalia,42,Borama,43.17024,10.18763,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2280105,129.943,2.151646,-0.2519434,3.865066,1.807122,1,0,0.7895118,3100.895,10.71359,433686.0,301651.6,82.13889,2018-07-01
113111,Somalia,42,Borama,43.17024,10.18763,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2357606,120.4878,5.93865,1.977912,3.379808,-0.01428769,0,0,0.8231429,3100.895,10.71359,433686.0,301651.6,82.13889,2018-11-01
113115,Somalia,42,Borama,43.17024,10.18763,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1596762,100.7317,0.509469,-0.6324641,2.702422,-0.1519778,0,0,0.8451914,3100.895,10.71359,476365.0,301651.6,82.13889,2019-03-01
113119,Somalia,42,Borama,43.17024,10.18763,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2278899,129.8742,4.58935,2.185761,3.707111,1.649167,0,0,0.8696306,3100.895,10.71359,476365.0,301651.6,82.13889,2019-07-01
113123,Somalia,42,Borama,43.17024,10.18763,2019_10,2019,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2929306,149.705,11.71229,7.751548,5.91169,2.517594,1,0,0.8385908,3100.895,10.71359,476365.0,301651.6,82.13889,2019-11-01
113127,Somalia,42,Borama,43.17024,10.18763,2020_02,2020,2,2.0,0.0,2.0,0.0,3.0,0.0,0.2022106,127.5645,1.135826,0.0101095,4.70173,1.84733,0,0,0.8666333,3100.895,10.71359,353756.9,301651.6,82.13889,2020-03-01
113203,Somalia,43,Iskushuban,50.50521,10.5516,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.139948,103.2984,4.134221,1.12659,5.442085,1.487663,0,0,1.941794,18447.35,0.1863798,68540.0,113196.6,2.036697,2013-05-01
113206,Somalia,43,Iskushuban,50.50521,10.5516,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1283967,98.33094,0.05151759,0.002885383,0.727976,-0.1397958,3,0,2.035324,18447.35,0.1863798,68540.0,113196.6,2.036697,2013-08-01
113209,Somalia,43,Iskushuban,50.50521,10.5516,2013_10,2013,10,2.0,1.0,2.0,1.0,2.0,0.0,0.1489713,104.405,2.678924,1.344267,5.55852,0.2536252,0,0,1.88252,18447.35,0.1863798,68540.0,113196.6,2.036697,2013-11-01
113212,Somalia,43,Iskushuban,50.50521,10.5516,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1688984,114.075,0.09674016,-0.01425986,7.589419,-0.02594905,0,0,1.839653,18447.35,0.1863798,70144.0,113196.6,2.036697,2014-02-01
113215,Somalia,43,Iskushuban,50.50521,10.5516,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1459413,107.7221,1.586811,-1.42082,3.044767,-0.9096548,0,0,1.859488,18447.35,0.1863798,70144.0,113196.6,2.036697,2014-05-01
113218,Somalia,43,Iskushuban,50.50521,10.5516,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1288364,98.66768,0.05151958,0.002887371,0.6039755,-0.2637963,0,0,1.865326,18447.35,0.1863798,70144.0,113196.6,2.036697,2014-08-01
113221,Somalia,43,Iskushuban,50.50521,10.5516,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1558008,109.1914,1.371572,0.0369145,5.317857,0.01296217,0,0,1.860789,18447.35,0.1863798,70144.0,113196.6,2.036697,2014-11-01
113224,Somalia,43,Iskushuban,50.50521,10.5516,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1437665,97.10072,0.09629763,-0.01470239,6.078017,-1.537351,0,0,1.736774,18447.35,0.1863798,71747.0,113196.6,2.036697,2015-02-01
113227,Somalia,43,Iskushuban,50.50521,10.5516,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1332321,98.34119,1.815284,-1.192346,3.600855,-0.3535674,0,0,1.759999,18447.35,0.1863798,71747.0,113196.6,2.036697,2015-05-01
113230,Somalia,43,Iskushuban,50.50521,10.5516,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1315273,100.7285,0.05151174,0.002879533,0.9860702,0.1182984,0,0,1.774914,18447.35,0.1863798,71747.0,113196.6,2.036697,2015-08-01
113233,Somalia,43,Iskushuban,50.50521,10.5516,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.138359,96.9675,0.8208349,-0.5138223,5.340688,0.03579331,0,0,1.68311,18447.35,0.1863798,71747.0,113196.6,2.036697,2015-11-01
113237,Somalia,43,Iskushuban,50.50521,10.5516,2016_02,2016,2,3.0,0.0,3.0,0.0,2.0,0.0,0.1376454,95.96488,0.04394109,-0.001146662,5.507358,0.06347777,1,1,1.617231,18447.35,0.1863798,87585.0,113196.6,2.036697,2016-03-01
113241,Somalia,43,Iskushuban,50.50521,10.5516,2016_06,2016,6,3.0,0.0,3.0,0.0,3.0,0.0,0.1283555,94.99066,0.2496594,-0.07185276,0.8181025,-0.5729284,1,0,1.65233,18447.35,0.1863798,87585.0,113196.6,2.036697,2016-07-01
113245,Somalia,43,Iskushuban,50.50521,10.5516,2016_10,2016,10,3.0,0.0,3.0,0.0,3.0,0.0,0.1329645,93.18682,0.7228439,-0.6118133,4.130244,-1.174651,2,1,1.624459,18447.35,0.1863798,87585.0,113196.6,2.036697,2016-11-01
113249,Somalia,43,Iskushuban,50.50521,10.5516,2017_02,2017,2,3.0,1.0,3.0,1.0,4.0,0.0,0.1414799,98.63828,0.0409337,-0.004154046,5.251647,-0.1922329,0,0,1.579038,18447.35,0.1863798,103423.0,113196.6,2.036697,2017-03-01
113253,Somalia,43,Iskushuban,50.50521,10.5516,2017_06,2017,6,3.0,1.0,4.0,0.0,4.0,0.0,0.1337142,98.95638,0.2831668,-0.0383454,1.335677,-0.05535368,3,146,1.699307,18447.35,0.1863798,103423.0,113196.6,2.036697,2017-07-01
113257,Somalia,43,Iskushuban,50.50521,10.5516,2017_10,2017,10,2.0,1.0,4.0,0.0,4.0,0.0,0.1373632,96.2696,1.114879,-0.2197782,5.016969,-0.2879258,3,2,1.589955,18447.35,0.1863798,103423.0,113196.6,2.036697,2017-11-01
113261,Somalia,43,Iskushuban,50.50521,10.5516,2018_02,2018,2,2.0,1.0,3.0,0.0,3.0,0.0,0.1336811,93.20101,0.04295743,-0.002130322,4.014031,-1.429848,0,0,1.523639,18447.35,0.1863798,119261.0,113196.6,2.036697,2018-03-01
113265,Somalia,43,Iskushuban,50.50521,10.5516,2018_06,2018,6,2.0,1.0,3.0,0.0,2.0,0.0,0.1405831,104.0398,0.2850271,-0.03648503,1.664813,0.2737825,0,0,1.463839,18447.35,0.1863798,119261.0,113196.6,2.036697,2018-07-01
113269,Somalia,43,Iskushuban,50.50521,10.5516,2018_10,2018,10,2.0,0.0,2.0,0.0,3.0,0.0,0.1348249,94.49065,1.382517,0.04785959,4.630636,-0.674259,1,0,1.477951,18447.35,0.1863798,119261.0,113196.6,2.036697,2018-11-01
113273,Somalia,43,Iskushuban,50.50521,10.5516,2019_02,2019,2,2.0,1.0,3.0,0.0,2.0,0.0,0.1304807,90.96971,0.03936054,-0.00572721,5.42488,-0.01900003,1,0,1.468046,18447.35,0.1863798,135099.0,113196.6,2.036697,2019-03-01
