,country,admin_code,admin_name,centx,centy,year_month,year,month,fews_ipc,fews_ha,fews_proj_near,fews_proj_near_ha,fews_proj_med,fews_proj_med_ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,acled_count,acled_fatalities,p_staple_food,area,cropland_pct,pop,ruggedness_mean,pasture_pct,ymd
107056,Somalia,4,Qansax Dheere,42.84011,2.81513,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2509742,93.38489,2.578509,0.08489216,5.074552,-0.6863402,1,10,1.225978,3281.042,5.125594,127506.0,25528.96,96.91892,2014-08-01
107059,Somalia,4,Qansax Dheere,42.84011,2.81513,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3198732,93.82545,10.30542,-7.128895,6.569261,-0.4121543,0,0,1.029307,3281.042,5.125594,127506.0,25528.96,96.91892,2014-11-01
107062,Somalia,4,Qansax Dheere,42.84011,2.81513,2015_01,2015,1,1.0,0.0,1.0,0.0,2.0,0.0,0.2952015,91.17484,0.1931259,-0.0121875,2.535397,-1.752095,3,1,1.000609,3281.042,5.125594,130421.0,25528.96,96.91892,2015-02-01
107065,Somalia,4,Qansax Dheere,42.84011,2.81513,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4461666,118.4051,31.15157,8.191164,11.79894,3.01048,0,0,0.9785099,3281.042,5.125594,130421.0,25528.96,96.91892,2015-05-01
107068,Somalia,4,Qansax Dheere,42.84011,2.81513,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2688111,100.0218,3.089659,0.5960426,5.235939,-0.5249527,7,4,0.8243313,3281.042,5.125594,130421.0,25528.96,96.91892,2015-08-01
107071,Somalia,4,Qansax Dheere,42.84011,2.81513,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.5109391,149.869,25.75016,8.315852,11.84315,4.861738,7,14,0.8430649,3281.042,5.125594,130421.0,25528.96,96.91892,2015-11-01
107075,Somalia,4,Qansax Dheere,42.84011,2.81513,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.270471,105.3807,0.5866719,0.294467,1.682545,-0.1167404,0,0,0.6499241,3281.042,5.125594,125698.0,25528.96,96.91892,2016-03-01
107079,Somalia,4,Qansax Dheere,42.84011,2.81513,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.3701588,112.316,1.274582,-0.1474246,9.845153,0.7284287,4,33,0.7801649,3281.042,5.125594,125698.0,25528.96,96.91892,2016-07-01
107083,Somalia,4,Qansax Dheere,42.84011,2.81513,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3043825,89.28172,4.736212,-12.6981,4.683131,-2.298284,3,6,0.8335342,3281.042,5.125594,125698.0,25528.96,96.91892,2016-11-01
107087,Somalia,4,Qansax Dheere,42.84011,2.81513,2017_02,2017,2,4.0,0.0,4.0,0.0,4.0,0.0,0.2338835,91.12552,0.2310341,-0.06117079,1.394451,-0.4048343,2,1,0.9534063,3281.042,5.125594,120976.0,25528.96,96.91892,2017-03-01
107091,Somalia,4,Qansax Dheere,42.84011,2.81513,2017_06,2017,6,4.0,0.0,4.0,0.0,4.0,0.0,0.2879784,87.38028,1.116685,-0.3053212,5.720433,-3.396291,3,2,1.088549,3281.042,5.125594,120976.0,25528.96,96.91892,2017-07-01
107095,Somalia,4,Qansax Dheere,42.84011,2.81513,2017_10,2017,10,3.0,1.0,3.0,0.0,4.0,0.0,0.2499697,73.3213,8.912238,-8.522073,4.836598,-2.144817,0,0,0.8852716,3281.042,5.125594,120976.0,25528.96,96.91892,2017-11-01
107099,Somalia,4,Qansax Dheere,42.84011,2.81513,2018_02,2018,2,2.0,1.0,3.0,0.0,3.0,0.0,0.2373666,92.48263,0.2941164,0.00191148,1.80414,0.004855077,3,3,0.8300802,3281.042,5.125594,116253.0,25528.96,96.91892,2018-03-01
107103,Somalia,4,Qansax Dheere,42.84011,2.81513,2018_06,2018,6,2.0,0.0,2.0,0.0,1.0,0.0,0.385253,116.8959,1.012494,-0.4095126,15.0094,5.89268,3,6,0.8039475,3281.042,5.125594,116253.0,25528.96,96.91892,2018-07-01
107107,Somalia,4,Qansax Dheere,42.84011,2.81513,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2730831,80.10096,13.99171,-3.442602,5.623265,-1.35815,2,0,0.6138952,3281.042,5.125594,116253.0,25528.96,96.91892,2018-11-01
107111,Somalia,4,Qansax Dheere,42.84011,2.81513,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2644827,103.0476,0.202385,-0.0898199,1.661372,-0.137913,0,0,0.7728635,3281.042,5.125594,111530.0,25528.96,96.91892,2019-03-01
107115,Somalia,4,Qansax Dheere,42.84011,2.81513,2019_06,2019,6,2.0,0.0,3.0,0.0,2.0,0.0,0.2826375,85.75969,0.8535551,-0.5684512,6.374875,-2.741849,3,10,0.7887439,3281.042,5.125594,111530.0,25528.96,96.91892,2019-07-01
107119,Somalia,4,Qansax Dheere,42.84011,2.81513,2019_10,2019,10,3.0,0.0,3.0,0.0,2.0,0.0,0.4549079,133.4339,54.28821,36.8539,11.62499,4.643578,1,0,0.757912,3281.042,5.125594,111530.0,25528.96,96.91892,2019-11-01
107123,Somalia,4,Qansax Dheere,42.84011,2.81513,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.295076,114.9673,0.3077419,0.01784012,2.158759,0.3594742,0,0,0.8469459,3281.042,5.125594,152814.6,25528.96,96.91892,2020-03-01
107199,Somalia,5,Garbahaarey,42.35913,3.205999,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.4531976,137.1754,30.80161,12.01994,13.50369,5.817926,3,3,1.190034,8355.353,1.958027,83448.0,66222.95,92.11458,2013-05-01
107202,Somalia,5,Garbahaarey,42.35913,3.205999,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2283472,99.13152,1.321138,0.07182621,5.69416,1.02943,4,2,1.138033,8355.353,1.958027,83448.0,66222.95,92.11458,2013-08-01
107205,Somalia,5,Garbahaarey,42.35913,3.205999,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2760971,90.17093,10.91883,-1.489003,5.719901,-0.3767256,0,0,1.16689,8355.353,1.958027,83448.0,66222.95,92.11458,2013-11-01
107208,Somalia,5,Garbahaarey,42.35913,3.205999,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2552496,98.7573,0.1912481,-0.00797214,2.127854,-0.6963596,1,57,1.124866,8355.353,1.958027,85400.0,66222.95,92.11458,2014-02-01
107211,Somalia,5,Garbahaarey,42.35913,3.205999,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.299579,90.6776,15.55445,-3.227211,5.476902,-2.208864,4,2,1.307899,8355.353,1.958027,85400.0,66222.95,92.11458,2014-05-01
107214,Somalia,5,Garbahaarey,42.35913,3.205999,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2208984,95.8978,1.276365,0.02705371,3.736835,-0.9278944,7,2,1.53091,8355.353,1.958027,85400.0,66222.95,92.11458,2014-08-01
107217,Somalia,5,Garbahaarey,42.35913,3.205999,2014_10,2014,10,3.0,0.0,3.0,0.0,3.0,0.0,0.2759418,90.12022,6.544475,-5.863359,5.315982,-0.7806445,0,0,1.479454,8355.353,1.958027,85400.0,66222.95,92.11458,2014-11-01
107220,Somalia,5,Garbahaarey,42.35913,3.205999,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2356904,91.18974,0.2012622,0.002041911,1.598486,-1.225727,4,27,1.309708,8355.353,1.958027,87352.0,66222.95,92.11458,2015-02-01
107223,Somalia,5,Garbahaarey,42.35913,3.205999,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3456279,104.6158,23.22982,4.448157,8.963294,1.277528,1,0,1.236073,8355.353,1.958027,87352.0,66222.95,92.11458,2015-05-01
107226,Somalia,5,Garbahaarey,42.35913,3.205999,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2298783,99.79625,1.880439,0.6311273,4.092499,-0.5722311,2,0,1.236904,8355.353,1.958027,87352.0,66222.95,92.11458,2015-08-01
107229,Somalia,5,Garbahaarey,42.35913,3.205999,2015_10,2015,10,2.0,0.0,1.0,0.0,1.0,0.0,0.3983766,130.1064,22.65764,10.2498,9.069486,2.972859,5,16,1.209208,8355.353,1.958027,87352.0,66222.95,92.11458,2015-11-01
107233,Somalia,5,Garbahaarey,42.35913,3.205999,2016_02,2016,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2409372,106.2305,0.5304721,0.2638583,1.300574,-0.05145462,2,10,1.256801,8355.353,1.958027,112108.0,66222.95,92.11458,2016-03-01
107237,Somalia,5,Garbahaarey,42.35913,3.205999,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.2822071,110.1161,0.6791198,-0.09326535,6.663694,-0.215047,1,40,1.202021,8355.353,1.958027,112108.0,66222.95,92.11458,2016-07-01
107241,Somalia,5,Garbahaarey,42.35913,3.205999,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2448914,79.97943,3.638694,-8.76914,2.882692,-3.213935,2,0,1.267572,8355.353,1.958027,112108.0,66222.95,92.11458,2016-11-01
107245,Somalia,5,Garbahaarey,42.35913,3.205999,2017_02,2017,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2150538,94.81832,0.2562813,-0.01033244,1.021573,-0.3304549,2,3,1.22535,8355.353,1.958027,136864.0,66222.95,92.11458,2017-03-01
107249,Somalia,5,Garbahaarey,42.35913,3.205999,2017_06,2017,6,2.0,1.0,3.0,0.0,2.0,0.0,0.2425621,94.64681,0.695659,-0.07672615,4.736341,-2.142399,0,0,1.345909,8355.353,1.958027,136864.0,66222.95,92.11458,2017-07-01
107253,Somalia,5,Garbahaarey,42.35913,3.205999,2017_10,2017,10,2.0,1.0,3.0,0.0,3.0,0.0,0.2476497,80.88026,6.832302,-5.575532,4.820475,-1.276152,4,3,1.301638,8355.353,1.958027,136864.0,66222.95,92.11458,2017-11-01
107257,Somalia,5,Garbahaarey,42.35913,3.205999,2018_02,2018,2,1.0,1.0,2.0,0.0,2.0,0.0,0.2135925,94.17406,0.3662154,0.09960163,1.554269,0.2022412,0,0,1.336541,8355.353,1.958027,161620.0,66222.95,92.11458,2018-03-01
107261,Somalia,5,Garbahaarey,42.35913,3.205999,2018_06,2018,6,2.0,0.0,2.0,0.0,1.0,0.0,0.3176995,123.9652,0.5077157,-0.2646694,12.73393,5.855192,1,5,1.358696,8355.353,1.958027,161620.0,66222.95,92.11458,2018-07-01
107265,Somalia,5,Garbahaarey,42.35913,3.205999,2018_10,2018,10,1.0,0.0,1.0,0.0,1.0,0.0,0.248213,81.06423,7.825368,-4.582466,4.722406,-1.374221,6,2,1.298814,8355.353,1.958027,161620.0,66222.95,92.11458,2018-11-01
107269,Somalia,5,Garbahaarey,42.35913,3.205999,2019_02,2019,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2263329,99.79134,0.1930449,-0.07356884,1.187947,-0.1640808,2,0,1.331443,8355.353,1.958027,186376.0,66222.95,92.11458,2019-03-01
107273,Somalia,5,Garbahaarey,42.35913,3.205999,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2371119,92.52017,0.4681155,-0.3042696,5.412425,-1.466315,0,0,1.297652,8355.353,1.958027,186376.0,66222.95,92.11458,2019-07-01
107277,Somalia,5,Garbahaarey,42.35913,3.205999,2019_10,2019,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4312482,140.8419,44.66523,32.2574,10.26155,4.164918,1,0,1.250202,8355.353,1.958027,186376.0,66222.95,92.11458,2019-11-01
107281,Somalia,5,Garbahaarey,42.35913,3.205999,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2645619,116.6467,0.2202753,-0.04445204,1.842821,0.4907927,0,0,1.330251,8355.353,1.958027,100739.2,66222.95,92.11458,2020-03-01
107357,Somalia,6,Bulo Burto,45.53233,3.900063,2013_04,2013,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4538274,152.1429,21.11315,10.04476,13.54257,7.84041,2,1,0.9779321,16124.45,2.322264,154789.0,15191.39,89.16667,2013-05-01
107360,Somalia,6,Bulo Burto,45.53233,3.900063,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2458766,106.753,2.981896,0.06417674,6.544146,1.152915,2,2,1.077742,16124.45,2.322264,154789.0,15191.39,89.16667,2013-08-01
107363,Somalia,6,Bulo Burto,45.53233,3.900063,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3535713,103.5874,22.47372,9.300014,8.302327,0.480112,0,0,1.131549,16124.45,2.322264,154789.0,15191.39,89.16667,2013-11-01
107366,Somalia,6,Bulo Burto,45.53233,3.900063,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2626267,103.3958,0.3576331,0.01155867,3.590254,-0.2542195,0,0,0.9218965,16124.45,2.322264,158410.0,15191.39,89.16667,2014-02-01
107369,Somalia,6,Bulo Burto,45.53233,3.900063,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.2681249,89.88729,4.691359,-6.377033,4.058524,-1.643641,11,5,1.000228,16124.45,2.322264,158410.0,15191.39,89.16667,2014-05-01
107372,Somalia,6,Bulo Burto,45.53233,3.900063,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2216078,96.21619,2.845378,-0.07234172,5.136318,-0.2549136,10,24,1.248945,16124.45,2.322264,158410.0,15191.39,89.16667,2014-08-01
107375,Somalia,6,Bulo Burto,45.53233,3.900063,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3359915,98.43698,11.50543,-1.66827,7.383662,-0.4385532,5,23,1.071388,16124.45,2.322264,158410.0,15191.39,89.16667,2014-11-01
107378,Somalia,6,Bulo Burto,45.53233,3.900063,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2316805,91.2123,0.3584425,0.01236803,2.693828,-1.150645,6,28,1.043517,16124.45,2.322264,162032.0,15191.39,89.16667,2015-02-01
107381,Somalia,6,Bulo Burto,45.53233,3.900063,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3288287,110.2379,12.7078,1.639411,8.07389,2.371725,3,5,1.19904,16124.45,2.322264,162032.0,15191.39,89.16667,2015-05-01
107384,Somalia,6,Bulo Burto,45.53233,3.900063,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2455949,106.6307,2.856948,-0.06077099,5.156618,-0.2346136,7,0,1.230495,16124.45,2.322264,162032.0,15191.39,89.16667,2015-08-01
107387,Somalia,6,Bulo Burto,45.53233,3.900063,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4015629,117.6478,26.20834,13.03464,10.15686,2.334644,5,7,1.110208,16124.45,2.322264,162032.0,15191.39,89.16667,2015-11-01
107391,Somalia,6,Bulo Burto,45.53233,3.900063,2016_02,2016,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2615799,117.5455,0.157884,-0.01458371,3.409301,0.7147798,3,2,1.016831,16124.45,2.322264,136200.0,15191.39,89.16667,2016-03-01
107395,Somalia,6,Bulo Burto,45.53233,3.900063,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.2709306,101.6,0.5842478,-0.1615499,7.144277,-0.4234258,9,253,1.103434,16124.45,2.322264,136200.0,15191.39,89.16667,2016-07-01
107399,Somalia,6,Bulo Burto,45.53233,3.900063,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.279166,81.78857,3.44591,-9.727794,5.675167,-2.147048,4,0,1.028803,16124.45,2.322264,136200.0,15191.39,89.16667,2016-11-01
107403,Somalia,6,Bulo Burto,45.53233,3.900063,2017_02,2017,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2050797,92.1562,0.1526622,-0.01980557,2.357065,-0.337456,1,2,0.9266154,16124.45,2.322264,110368.0,15191.39,89.16667,2017-03-01
107407,Somalia,6,Bulo Burto,45.53233,3.900063,2017_06,2017,6,3.0,0.0,2.0,0.0,2.0,0.0,0.2524152,94.65665,0.5370412,-0.2087565,5.358727,-2.208976,7,1,0.9481141,16124.45,2.322264,110368.0,15191.39,89.16667,2017-07-01
107411,Somalia,6,Bulo Burto,45.53233,3.900063,2017_10,2017,10,2.0,0.0,3.0,0.0,3.0,0.0,0.3029867,88.76743,6.05172,-7.121985,6.727312,-1.094903,8,4,1.072482,16124.45,2.322264,110368.0,15191.39,89.16667,2017-11-01
107415,Somalia,6,Bulo Burto,45.53233,3.900063,2018_02,2018,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2152474,96.72521,0.1543457,-0.01812203,2.661014,-0.03350728,3,2,1.051598,16124.45,2.322264,84536.0,15191.39,89.16667,2018-03-01
107419,Somalia,6,Bulo Burto,45.53233,3.900063,2018_06,2018,6,1.0,0.0,1.0,0.0,1.0,0.0,0.3393302,127.2501,0.4630007,-0.2827969,10.53684,2.969133,6,2,1.141366,16124.45,2.322264,84536.0,15191.39,89.16667,2018-07-01
107423,Somalia,6,Bulo Burto,45.53233,3.900063,2018_10,2018,10,1.0,0.0,1.0,0.0,1.0,0.0,0.357714,104.8011,5.058325,-8.115379,8.307333,0.485118,7,4,0.8160371,16124.45,2.322264,84536.0,15191.39,89.16667,2018-11-01
107427,Somalia,6,Bulo Burto,45.53233,3.900063,2019_02,2019,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2220486,99.78147,0.14153,-0.03093772,2.615782,-0.07873902,2,0,0.8008515,16124.45,2.322264,58705.0,15191.39,89.16667,2019-03-01
107431,Somalia,6,Bulo Burto,45.53233,3.900063,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2804609,105.1739,0.9755723,0.2297746,6.457901,-1.109802,2,5,0.8750107,16124.45,2.322264,58705.0,15191.39,89.16667,2019-07-01
107435,Somalia,6,Bulo Burto,45.53233,3.900063,2019_10,2019,10,1.0,0.0,1.0,0.0,1.0,0.0,0.4398466,128.8639,23.48387,10.31016,11.74955,3.927333,4,21,0.7901579,16124.45,2.322264,58705.0,15191.39,89.16667,2019-11-01
107439,Somalia,6,Bulo Burto,45.53233,3.900063,2020_02,2020,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2783687,125.0899,0.2062253,0.03455088,4.114527,1.420006,8,1,0.8274718,16124.45,2.322264,186778.2,15191.39,89.16667,2020-03-01
107515,Somalia,7,Jalalaqsi,45.61273,3.40329,2013_04,2013,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4334217,144.5313,22.26504,10.95734,12.11319,5.466896,0,0,0.9903616,3137.542,3.199125,61397.0,12108.94,94.25,2013-05-01
107518,Somalia,7,Jalalaqsi,45.61273,3.40329,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2490849,102.3294,3.159895,0.5103453,6.231625,0.7174902,0,0,1.047961,3137.542,3.199125,61397.0,12108.94,94.25,2013-08-01
107521,Somalia,7,Jalalaqsi,45.61273,3.40329,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.360757,108.0208,23.82057,8.860745,7.864692,0.1904194,0,0,1.071891,3137.542,3.199125,61397.0,12108.94,94.25,2013-11-01
107524,Somalia,7,Jalalaqsi,45.61273,3.40329,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.291962,104.522,0.447505,0.00620234,4.916949,-0.09058378,0,0,0.8870402,3137.542,3.199125,62833.0,12108.94,94.25,2014-02-01
107527,Somalia,7,Jalalaqsi,45.61273,3.40329,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.291805,97.30698,4.979721,-6.327976,5.602979,-1.043314,0,0,1.088753,3137.542,3.199125,62833.0,12108.94,94.25,2014-05-01
107530,Somalia,7,Jalalaqsi,45.61273,3.40329,2014_07,2014,7,3.0,0.0,3.0,0.0,3.0,0.0,0.2216648,91.06464,3.14601,0.4964601,5.0378,-0.4763352,0,0,1.175026,3137.542,3.199125,62833.0,12108.94,94.25,2014-08-01
107533,Somalia,7,Jalalaqsi,45.61273,3.40329,2014_10,2014,10,3.0,0.0,3.0,0.0,2.0,0.0,0.3312424,99.18327,14.19108,-0.7687478,7.945379,0.2711066,1,4,1.16843,3137.542,3.199125,62833.0,12108.94,94.25,2014-11-01
107536,Somalia,7,Jalalaqsi,45.61273,3.40329,2015_01,2015,1,3.0,0.0,3.0,0.0,2.0,0.0,0.2483795,88.9195,0.4475899,0.006287244,3.60544,-1.402092,0,0,0.9793702,3137.542,3.199125,64269.0,12108.94,94.25,2015-02-01
107539,Somalia,7,Jalalaqsi,45.61273,3.40329,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.342231,114.1223,15.3988,4.091106,9.233469,2.587176,0,0,0.9988112,3137.542,3.199125,64269.0,12108.94,94.25,2015-05-01
107542,Somalia,7,Jalalaqsi,45.61273,3.40329,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2750568,112.9992,3.148538,0.4989882,5.797748,0.2836125,3,4,1.090855,3137.542,3.199125,64269.0,12108.94,94.25,2015-08-01
107545,Somalia,7,Jalalaqsi,45.61273,3.40329,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3859619,115.5678,28.84524,13.88542,9.790505,2.116233,1,1,0.9755468,3137.542,3.199125,64269.0,12108.94,94.25,2015-11-01
107549,Somalia,7,Jalalaqsi,45.61273,3.40329,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2812138,117.5015,0.2486713,-0.01536959,4.918698,1.137345,0,0,0.7049176,3137.542,3.199125,120107.0,12108.94,94.25,2016-03-01
107553,Somalia,7,Jalalaqsi,45.61273,3.40329,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.2739921,98.12517,0.9899072,-0.2120249,6.655559,-0.7935444,1,0,0.9488721,3137.542,3.199125,120107.0,12108.94,94.25,2016-07-01
107557,Somalia,7,Jalalaqsi,45.61273,3.40329,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2760493,82.65691,4.748767,-10.21106,5.484777,-2.189495,1,0,1.019314,3137.542,3.199125,120107.0,12108.94,94.25,2016-11-01
107561,Somalia,7,Jalalaqsi,45.61273,3.40329,2017_02,2017,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2095839,87.57187,0.2045646,-0.05947631,3.123943,-0.6574106,0,0,1.160443,3137.542,3.199125,175946.0,12108.94,94.25,2017-03-01
107565,Somalia,7,Jalalaqsi,45.61273,3.40329,2017_06,2017,6,3.0,0.0,2.0,0.0,2.0,0.0,0.2844095,101.856,0.8750244,-0.3269077,6.018146,-1.430957,5,0,1.331034,3137.542,3.199125,175946.0,12108.94,94.25,2017-07-01
107569,Somalia,7,Jalalaqsi,45.61273,3.40329,2017_10,2017,10,2.0,0.0,3.0,0.0,3.0,0.0,0.3175814,95.09278,6.382229,-8.577598,6.852305,-0.8219677,0,0,0.9261828,3137.542,3.199125,175946.0,12108.94,94.25,2017-11-01
107573,Somalia,7,Jalalaqsi,45.61273,3.40329,2018_02,2018,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2318576,96.87863,0.2151504,-0.04889048,3.745264,-0.03608894,7,16,0.9084477,3137.542,3.199125,231784.0,12108.94,94.25,2018-03-01
107577,Somalia,7,Jalalaqsi,45.61273,3.40329,2018_06,2018,6,1.0,0.0,1.0,0.0,1.0,0.0,0.3659787,131.0684,0.7827188,-0.4192132,9.341396,1.892292,2,0,0.97311,3137.542,3.199125,231784.0,12108.94,94.25,2018-07-01
107581,Somalia,7,Jalalaqsi,45.61273,3.40329,2018_10,2018,10,1.0,0.0,1.0,0.0,1.0,0.0,0.2996739,89.73077,4.369503,-10.59032,6.342159,-1.332113,4,0,0.8634996,3137.542,3.199125,231784.0,12108.94,94.25,2018-11-01
107585,Somalia,7,Jalalaqsi,45.61273,3.40329,2019_02,2019,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2380272,99.45653,0.1946099,-0.06943099,3.647251,-0.1341021,6,0,0.9472469,3137.542,3.199125,287622.0,12108.94,94.25,2019-03-01
107589,Somalia,7,Jalalaqsi,45.61273,3.40329,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.3039134,108.8409,1.168531,-0.03340098,6.619003,-0.8301002,4,11,1.002991,3137.542,3.199125,287622.0,12108.94,94.25,2019-07-01
107593,Somalia,7,Jalalaqsi,45.61273,3.40329,2019_10,2019,10,1.0,0.0,3.0,0.0,1.0,0.0,0.4026825,120.5744,25.15707,10.19724,9.974896,2.300624,4,31,0.8871676,3137.542,3.199125,287622.0,12108.94,94.25,2019-11-01
107597,Somalia,7,Jalalaqsi,45.61273,3.40329,2020_02,2020,2,1.0,0.0,1.0,0.0,1.0,0.0,0.2896992,121.047,0.265984,0.003723342,5.128886,1.347533,0,0,1.001899,3137.542,3.199125,74084.23,12108.94,94.25,2020-03-01
107673,Somalia,8,Tayeeglow,44.52907,3.835937,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.5821253,153.2782,26.35176,11.19091,20.61634,13.08051,1,1,0.6326643,6625.719,2.444836,109674.0,15312.82,97.46154,2013-05-01
107676,Somalia,8,Tayeeglow,44.52907,3.835937,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2856185,103.3909,6.289926,0.02706891,7.533316,1.22188,1,3,0.6403246,6625.719,2.444836,109674.0,15312.82,97.46154,2013-08-01
107679,Somalia,8,Tayeeglow,44.52907,3.835937,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4493781,99.92173,15.55437,1.935498,10.78418,0.2430046,0,0,0.6496287,6625.719,2.444836,109674.0,15312.82,97.46154,2013-11-01
107682,Somalia,8,Tayeeglow,44.52907,3.835937,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.298611,102.6741,0.1129348,0.004644902,3.067681,-0.4745807,0,0,0.7098476,6625.719,2.444836,112240.0,15312.82,97.46154,2014-02-01
107685,Somalia,8,Tayeeglow,44.52907,3.835937,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3226559,84.95783,4.837378,-10.32347,4.202218,-3.333616,0,0,0.7053504,6625.719,2.444836,112240.0,15312.82,97.46154,2014-05-01
107688,Somalia,8,Tayeeglow,44.52907,3.835937,2014_07,2014,7,3.0,0.0,3.0,0.0,3.0,0.0,0.2721132,98.50216,5.900857,-0.3619994,5.865542,-0.4458941,0,0,0.8751453,6625.719,2.444836,112240.0,15312.82,97.46154,2014-08-01
107691,Somalia,8,Tayeeglow,44.52907,3.835937,2014_10,2014,10,3.0,0.0,3.0,0.0,2.0,0.0,0.4680141,104.0655,9.033292,-4.585577,10.87111,0.3299297,2,18,0.7578834,6625.719,2.444836,112240.0,15312.82,97.46154,2014-11-01
107694,Somalia,8,Tayeeglow,44.52907,3.835937,2015_01,2015,1,1.0,0.0,1.0,0.0,2.0,0.0,0.2700678,92.85981,0.1130642,0.004774298,2.143279,-1.398982,3,12,0.9330562,6625.719,2.444836,114806.0,15312.82,97.46154,2015-02-01
107697,Somalia,8,Tayeeglow,44.52907,3.835937,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4430915,116.6695,16.78626,1.625411,11.34036,3.80453,1,2,1.000346,6625.719,2.444836,114806.0,15312.82,97.46154,2015-05-01
107700,Somalia,8,Tayeeglow,44.52907,3.835937,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2882633,104.3483,6.219175,-0.04368195,5.589089,-0.7223468,2,15,0.9344587,6625.719,2.444836,114806.0,15312.82,97.46154,2015-08-01
